창원시(창원),동전,경상남도 창원시 의창구 북면 동전무동길 367,055-529-0265,055-529-7371,내과,09:00~18:00
창원시(창원),봉강,경상남도 창원시 의창구 동읍 동읍로 1187번길 164,055-529-0595,055-529-8940,내과,09:00~18:00
창원시(마산),수정,경상남도 창원시 마산합포구 구산면  수정1길 6244 ,055-522-6084,055-522-7995,내과,09:00~18:00
창원시(마산),시락,경상남도 창원시 마산합포구 진전면  회진로 101615,055-522-6086,055-527-8872,내과,09:00~18:00
창원시(마산),의산,경상남도 창원시 마산합포구 진전면  의산삼일로 195  ,055-522-6085,055-527-7153,내과,09:00~18:00
창원시(진해),진해보건소 수도,경상남도 창원시 진해구 수도로 30,055-554-2741,,내과,09:00~18:00
창원시(진해),진해보건소 연도,경상남도 창원시 진해구 연도로 20번길 162(연도동),055-554-2740,,내과,09:00~18:00
진주시,갈곡,경상남도 진주시 문산읍 갈곡길 25,055-574-4817,,내과,09:00~18:00
진주시,정동,경상남도 진주시 내동면 내축로563번길 3,055-574-4818,,내과,09:00~18:00
진주시,소곡,경상남도 진주시 정촌면 정촌로279번길 9,055-574-4819,,내과,09:00~18:00
진주시,대사,경상남도 진주시 진성면 일사로487번길 25,055-574-4820,,내과,09:00~18:00
진주시,중도,경상남도 진주시 이반성면 오봉산로983번길 17,055-574-4822,,내과,09:00~18:00
진주시,대동,경상남도 진주시 이반성면 대천길155번길 2,055-574-4821,,내과,09:00~18:00
진주시,부계,경상남도 진주시 사봉면 사군로 577,055-574-4823,,내과,09:00~18:00
진주시,마진,경상남도 진주시 대곡면 마진한신로 221 ,055-574-4824,,내과,09:00~18:00
진주시,갈전,경상남도 진주시 금산면 갈전길 48,055-574-4825,,내과,09:00~18:00
진주시,대암,경상남도 진주시 집현면 진산로1155번길 11,055-574-4826,,내과,09:00~18:00
진주시,향양,경상남도 진주시 미천면 향양로 578,055-574-4827,,내과,09:00~18:00
진주시,동전,경상남도 진주시 명석면 광제산로833번길 6,055-574-4828,,내과,09:00~18:00
진주시,외율,경상남도 진주시 명석면 외율길43,055-574-4829,,내과,09:00~18:00
통영시,풍화,경상남도 통영시 산양읍 풍화일주로 64913,055-564-0115,055-564-0115,내과,09:00~18:00
통영시,학림,경상남도 통영시 산양읍 학림길 87,055-564-1024,055-564-1024,내과,09:00~18:00
통영시,추도,경상남도 통영시 산양읍 추도일주로 351,055-564-6829,055-564-6829,내과,09:00~18:00
통영시,곤리,경상남도 통영시 산양읍 곤리길 5053,055-564-7287,055-564-7287,내과,09:00~18:00
통영시,지도,경상남도 통영시 용남면 지도해안로 315,055-564-2629,055-564-2629,내과,09:00~18:00
통영시,수월,경상남도 통영시 도산면 도산일주로 1179,055-564-9426,055-564-9426,내과,09:00~18:00
통영시,용호,경상남도 통영시 광도면 용호1길 20,055-564-0267,055-564-0267,내과,09:00~18:00
통영시,안정,경상남도 통영시 광도면 벽방4길 18,055-564-2280,055-564-2280,내과,09:00~18:00
통영시,노대,경상남도 통영시 욕지면 상리길 41,055-564-3778,055-564-3778,내과,09:00~18:00
통영시,두미,경상남도 통영시 욕지면 두미남부길 120,055-564-2551,055-564-2551,내과,09:00~18:00
통영시,연화,경상남도 통영시 욕지면 십리골길 3221,055-564-6966,055-564-6966,내과,09:00~18:00
통영시,추봉,경상남도 통영시 한산면 추원2길 1311,055-564-9014,055-564-9014,내과,09:00~18:00
통영시,매죽,경상남도 통영시 한산면 당금길 451,055-564-2414,055-564-2414,내과,09:00~18:00
통영시,염호,경상남도 통영시 한산면 소고포길 6,055-564-5013,055-564-5013,내과,09:00~18:00
통영시,두억,경상남도 통영시 한산면 대촌길 9,055-564-5477,055-564-5477,내과,09:00~18:00
통영시,비진,경상남도 통영시 한산면 외항길 4822,055-564-3385,055-564-3385,내과,09:00~18:00
통영시,호두,경상남도 통영시 한산면 호두1길 6564,055-564-9015,055-564-9015,내과,09:00~18:00
통영시,양지,경상남도 통영시 사량면 능양아랫길 3016,055-564-7765,055-564-7765,내과,09:00~18:00
사천시,북사동,경상남도 사천시 사천읍 웅동안길 135,055-583-3681,055-585-7648,내과,09:00~18:00
사천시,소곡,경상남도 사천시 정동면 소곡길 46,055-583-3682,055-585-1376,내과,09:00~18:00
사천시,가천,경상남도 사천시 사남면 사남로 2617,055-583-3683,055-585-1591,내과,09:00~18:00
사천시,통양,경상남도 사천시 용현면 선진길 271,055-583-3684,055-585-0709,내과,09:00~18:00
사천시,반룡,경상남도 사천시 축동면 화당산로 251,055-583-3685,055-583-3685,내과,09:00~18:00
사천시,검정,경상남도 사천시 곤양면 검정1길 14,055-583-3686,055-585-6366,내과,09:00~18:00
사천시,본촌,경상남도 사천시 곤양면 가리2길 31,055-583-3687,055-585-0612,내과,09:00~18:00
사천시,봉계,경상남도 사천시 곤명면 봉계길 64 ,055-583-3688,055-585-7365,내과,09:00~18:00
사천시,은사,경상남도 사천시 곤명면 은사리 은사길 16,055-583-3689,055-583-3689,내과,09:00~18:00
사천시,금진,경상남도 사천시 서포면 구송로 407,055-583-3690,055-583-3690,내과,09:00~18:00
사천시,비토,경상남도 사천시 서포면 비토안길 10416,055-583-3691,055-585-7927,내과,09:00~18:00
사천시,신수도,경상남도 사천시 신수동 신수서길 19,055-583-3692,055-583-3692,내과,09:00~18:00
김해시,도요,경상남도 김해시 생림면 안양로 274번길 338(도요리 4612),055-533-7948,055-533-8815,내과,09:00~18:00
밀양시,용성,경상남도 밀양시 삼랑진읍 삼랑진로 1192 ,055-535-6170,,내과,09:00~18:00
밀양시,미전,경상남도 밀양시 삼랑진읍 미전 2길911 ,055-535-6172,,내과,09:00~18:00
밀양시,백산,경상남도 밀양시 하남읍 백산 3길 9 ,055-535-6174,,내과,09:00~18:00
밀양시,남전,경상남도 밀양시 하남읍 남전 6길 266 ,055-535-6176,,내과,09:00~18:00
밀양시,가산,경상남도 밀양시 부북면 창밀로 3078,055-535-6178,,내과,09:00~18:00
밀양시,고정,경상남도 밀양시 상동면 고정 1길 341 ,055-535-6180,,내과,09:00~18:00
밀양시,남명,경상남도 밀양시 산내면 얼음골1길 1601,055-535-6182,,내과,09:00~18:00
밀양시,안법,경상남도 밀양시 단장면 단장로 1074 ,055-535-6184,,내과,09:00~18:00
밀양시,범도,경상남도 밀양시 단장면 아불 2길 6 ,055-535-6186,,내과,09:00~18:00
밀양시,동산,경상남도 밀양시 상남면 외평로185 ,055-535-6188,,내과,09:00~18:00
밀양시,봉황,경상남도 밀양시 초동면 봉황중앙길 103 ,055-535-6190,,내과,09:00~18:00
밀양시,차월,경상남도 밀양시 초동면 초동중앙로48 ,055-535-6192,,내과,09:00~18:00
밀양시,내진,경상남도 밀양시 무안면 사명로1156 ,055-535-6194,,내과,09:00~18:00
밀양시,중산,경상남도 밀양시 무안면 중산길 2 ,055-535-6196,,내과,09:00~18:00
밀양시,덕법,경상남도 밀양시 청도면 덕법길 6054 ,055-535-6198,,내과,09:00~18:00
거제시,구조라,경상남도 거제시 일운면 구조라로22(구조라리4214),055-563-6273,055-568-1295,내과,09:00~18:00
거제시,망치,경상남도 거제시 일운면 망치길2로 12(망치리3531),055-568-1629,055-568-1629,내과,09:00~18:00
거제시,학동,경상남도 거제시 동부면 거제중앙로 21(학동리 2685),055-563-6274,055-563-6274,내과,09:00~18:00
거제시,가배,경상남도 거제시 동부면 거제남서로 2269(가배리 24715),055-563-6275,055-563-6275,내과,09:00~18:00
거제시,산달,경상남도 거제시 거제면 산달길 12(법동리 28634),055-563-1917,055-563-1917,내과,09:00~18:00
거제시,화도,경상남도 거제시 둔덕면 화도길 139(술역리9061),055-564-6717,055-564-6717,내과,09:00~18:00
거제시,한내,경상남도 거제시 연초면 연하해안로 796(한내리 5462),055-563-6278,055-563-4100,내과,09:00~18:00
거제시,명동,경상남도 거제시 연초면 대금산로 386(명동리 19231),055-563-3601,055-563-3601,내과,09:00~18:00
거제시,덕곡,경상남도 거제시 하청면 덕곡리 3길 5,055-563-9092,055-563-6284,내과,09:00~18:00
거제시,구영,경상남도 거제시 장목면 거제북로 19181(구영리 3061),055-563-6280,055-563-0655,내과,09:00~18:00
거제시,외포,경상남도 거제시 장목면 외포4길 12(외포리 9183),055-563-6267,055-563-6267,내과,09:00~18:00
거제시,가조,경상남도 거제시 사등면 가조대로 1298(창호리 777),055-563-6282,055-563-9765,내과,09:00~18:00
양산시,화제,경상남도 양산시 원동면 화제로 424,055-538-8212,055-538-8212,내과,09:00~18:00
양산시,선리,경상남도 양산시 원동면 배내로 464,055-538-5391,055-538-5391,내과,09:00~18:00
의령군,양성,경상남도 의령군 가례면 가례로8길 516(양성리 4241),055-557-4426,055-557-1385,내과,09:00~18:00
의령군,중촌,경상남도 의령군 대의면 모의로3길 213,055-557-4506,055-557-0236,내과,09:00~18:00
의령군,화양,경상남도 의령군 화정면 화정로 9678(화양리 7343),055-557-4546,055-557-9252,내과,09:00~18:00
의령군,신촌,경상남도 의령군 용덕면 덕암로 5910(신촌리 4163),055-557-4586,055-557-8749,내과,09:00~18:00
의령군,백곡,경상남도 의령군 정곡면 강변로1길 703,055-557-4626,055-557-0326,내과,09:00~18:00
의령군,성당,경상남도 의령군 지정면 강변로 5072(성당리 564),055-557-4666,055-557-5430,내과,09:00~18:00
의령군,여의,경상남도 의령군 낙서면 낙동강로8길 37(여의리 1432),055-557-4706,055-557-7304,내과,09:00~18:00
의령군,서암,경상남도 의령군 봉수면 청계로 6,055-557-4806,055-557-3172,내과,09:00~18:00
의령군,평촌,경상남도 의령군 궁류면 벽계로 4(벽계리 151),055-557-4846,055-557-8204,내과,09:00~18:00
의령군,송산,경상남도 의령군 유곡면 청정로 1679(송산리 3971),055-557-4886,055-557-8407,내과,09:00~18:00
함안군,월촌,경상남도 함안군 군북면 강둑아랫길 7,055-558-7440,055-558-7440,내과,09:00~18:00
함안군,백산,경상남도 함안군 법수면 백산길 3410,055-558-3577,055-558-3577,내과,09:00~18:00
함안군,장암,경상남도 함안군 대산면 구암로 162,055-558-9316,055-558-9316,내과,09:00~18:00
함안군,부목,경상남도 함안군 대산면 대부로 367,055-558-7211,055-558-7211,내과,09:00~18:00
함안군,청계,경상남도 함안군 칠서면 청계2길 2512,055-558-0189,055-558-0189,내과,09:00~18:00
함안군,이룡,경상남도 함안군 칠서면 삼칠로 1306,055-558-5394,055-558-5394,내과,09:00~18:00
함안군,이령,경상남도 함안군 칠북면 이령2길 20,055-558-4105,055-558-4105,내과,09:00~18:00
함안군,문암,경상남도 함안군 산인면 모곡1길 16,055-558-0661,055-558-0661,내과,09:00~18:00
함안군,여항,경상남도 함안군 여항면 여항로 50,055-558-2557,055-558-2557,내과,09:00~18:00
창녕군,옥천,경상남도 창녕군 계성화왕산로 589,055-553-7300,055-552-0729,내과(화.목),09:00~18:00
창녕군,고곡,경상남도 창녕군 남지읍 고곡길 26,055-553-7305,055-552-0377,내과,09:00~18:00
창녕군,반포,경상남도 창녕군 남지읍 안담골길 1,055-553-7310,055-552-0508,내과,09:00~18:00
창녕군,신기,경상남도 창녕군 고암면 창밀로 753,055-553-7315,055-553-1436,내과,09:00~18:00
창녕군,대견,경상남도 창녕군 성산면 창한로 4407,055-553-7320,055-553-0263,내과,09:00~18:00
창녕군,성곡,경상남도 창녕군 성산면 연당대산로 36,055-553-7325,055-553-4618,내과(월.수.금),09:00~18:00
창녕군,방리,경상남도 창녕군 성산면 방리길 37,055-553-7330,055-553-4870,내과(화.목),09:00~18:00
창녕군,유산,경상남도 창녕군 대합면 목단길 3,055-553-7335,055-553-1424,내과,09:00~18:00
창녕군,모곡,경상남도 창녕군 이방면 모곡대밭길 3,055-553-7340,055-553-0634,내과,09:00~18:00
창녕군,회룡,경상남도 창녕군 유어면 우포늪길 9,055-553-7345,055-553-7661,내과,09:00~18:00
창녕군,광산,경상남도 창녕군 유어면 광산길 108,055-553-7350,055-553-7441,내과(화.목),09:00~18:00
창녕군,용소,경상남도 창녕군 대지면 용소길 761,055-553-7355,055-553-7382,내과,09:00~18:00
창녕군,효정,경상남도 창녕군 대지면 원효정길 3,055-553-7360,055-553-1146,내과,09:00~18:00
창녕군,광계,경상남도 창녕군 광계마을길 39,055-553-7365,055-553-1901,내과(월.수.금),09:00~18:00
창녕군,월령,경상남도 창녕군 영산월령로 247,055-553-7370,055-552-1705,내과,09:00~18:00
창녕군,동정,경상남도 창녕군 유어장마로 27,055-553-7375,055-553-7763,내과.(월.수.금),09:00~18:00
창녕군,논리,경상남도 창녕군 논리우강길 366,055-553-7380,055-553-4719,내과,09:00~18:00
창녕군,오호,경상남도 창녕군 길곡면 내외동길 5,055-553-7385,055-553-9649,내과,09:00~18:00
창녕군,구산,경상남도 창녕군 부곡면 구산1길 1,055-553-7390,055-553-8884,내과,09:00~18:00
고성군,삼봉,경상남도 고성군 삼산면 공룡로 175434,055-567-7490,055-567-7490,내과,09:00~18:00
고성군,수태,경상남도 고성군 하일면 수양1길 30,055-567-1293,055-567-1293,내과,09:00~18:00
고성군,덕명,경상남도 고성군 하이면 자란만로 551,055-583-5377,055-583-5377,내과,09:00~18:00
고성군,봉현,경상남도 고성군 하이면 하이로 54334,055-583-8716,055-583-8716,내과,09:00~18:00
고성군,송계,경상남도 고성군 대가면 대가로 11047,055-567-0081,055-567-0081,내과,09:00~18:00
고성군,연지,경상남도 고성군 대가면 무량로 211,055-567-0500,055-567-0500,내과,09:00~18:00
고성군,봉발,경상남도 고성군 영현면 망봉로 605,055-567-0393,,내과,09:00~18:00
고성군,청광,경상남도 고성군 개천면 오봉산로 3,055-567-0256,055-567-0256,내과,09:00~18:00
고성군,어신,경상남도 고성군 회화면  어신2길 313,055-567-1935,055-567-1935,내과,09:00~18:00
고성군,신리,경상남도 고성군 마암면 신리1길 155,055-567-6653,055-567-6653,내과,09:00~18:00
고성군,장좌,경상남도 고성군 동해면 장좌1길 501,055-567-5949,055-567-5949,내과,09:00~18:00
고성군,매정,경상남도 고성군 동해면 조선특구로 1509,055-567-5525,055-567-5525,내과,09:00~18:00
남해군,시문,경상남도 남해군 삼동면 난음로 338,055-586-8901,055-586-0267,내과,09:00~18:00
남해군,동천,경상남도 남해군 삼동면 동부대로 1287,055-586-8902,055-586-2129,내과,09:00~18:00
남해군,가인포,경상남도 남해군 미조면 동부대로 461,055-586-8903,055-586-6743,내과,09:00~18:00
남해군,덕월,경상남도 남해군 남면 남서대로 1180번길 18,055-586-8904,055-586-8617,내과,09:00~18:00
남해군,선구,경상남도 남해군 남면 남면로 1163,055-586-8905,055-586-9070,내과,09:00~18:00
남해군,홍현,경상남도 남해군 남면 남면로 3555,055-586-8906,055-586-9038,내과,09:00~18:00
남해군,남상,경상남도 남해군 서면 남서대로 2196,055-586-8908,055-586-1426,내과,09:00~18:00
남해군,중현,경상남도 남해군 서면 남서대로 2618번길 6,055-586-8908,055-586-1084,내과,09:00~18:00
남해군,노량,경상남도 남해군 설천면 노량로 198,055-586-8709,055-586-2898,내과,09:00~18:00
남해군,광천,경상남도 남해군 창선면 서부로 4321,055-586-8910,055-586-2300,내과,09:00~18:00
남해군,율도,경상남도 남해군 창선면 율도로 199,055-586-8911,055-586-5742,내과,09:00~18:00
남해군,대벽,경상남도 남해군 창선면 서부로 4321,055-586-8912,055-586-5356,내과,09:00~18:00
남해군,연곡,경상남도 남해군 창선면 연곡로 25,055-586-8913,055-586-8158,내과,09:00~18:00
남해군,고두,경상남도 남해군 창선면 흥선로 641,055-586-8914,055-586-3772,내과,09:00~18:00
남해군,적량,경상남도 남해군 창선면 흥선로 1198번길 10,055-586-8915,055-586-2171,내과,09:00~18:00
하동군,범왕,경상남도 하동군 화개면 범왕길 8,055-588-1880,055-588-1917,내과,09:00~18:00
하동군,부덕,경상남도 하동군 화개면 섬진강대로 374811,055-588-2490,055-588-2747,내과,09:00~18:00
하동군,동매,경상남도 하동군 악양면 악양 서로 656,055-588-3628,055-588-5755,내과,09:00~18:00
하동군,우계,경상남도 하동군 적량면 원우길 5919,055-588-8821,,내과,09:00~18:00
하동군,삼화,경상남도 하동군 적량면 삼화실로 415,055-588-8836,055-588-8836,내과,09:00~18:00
하동군,남산,경상남도 하동군 횡천면 경서대로 9653,055-588-6255,055-588-6254,내과,09:00~18:00
하동군,전대,경상남도 하동군 횡천면 전대1길 1291,055-588-8790,055-588-8766,내과,09:00~18:00
하동군,성천,경상남도 하동군 고전면 지소1길 22,055-588-4975,055-588-4972,내과,09:00~18:00
하동군,고하,경상남도 하동군 고전면 하동읍성로 579,055-588-5425,055-588-5458,내과,09:00~18:00
하동군,덕천,경상남도 하동군 금남면 대왕골길 6,055-588-1658,055-588-1659,내과,09:00~18:00
하동군,중평,경상남도 하동군 금남면 상촌마을길 23,055-588-0783,055-588-0783,내과,09:00~18:00
하동군,갑정,경상남도 하동군 진교면 갑정길 7,055-588-4034,,내과,09:00~18:00
하동군,우복,경상남도 하동군 양보면 서촌섬백이길 16,055-588-4073,055-588-4115,내과,09:00~18:00
하동군,화정,경상남도 하동군 북천면 화정길 45,055-588-9377,055-588-6558,내과,09:00~18:00
하동군,방화,경상남도 하동군 북천면 경서대로 20151,055-588-4071,,내과,09:00~18:00
하동군,묵계,경상남도 하동군 청암면 청학로 2196,055-588-7211,055-588-0329,내과,09:00~18:00
하동군,위태,경상남도 하동군 옥종면 돌고지로 1096,055-588-0319,055-588-7311,내과,09:00~18:00
하동군,북방,경상남도 하동군 옥종면 고성산동학로 735,055-588-8960,055-588-7353,내과,09:00~18:00
산청군,상중,경상남도 산청군 차황면 신차로2006번길 2,055-597-7681,055-597-7681,내과,09:00~18:00
산청군,만암,경상남도 산청군 차황면 황매산로1138번길 5,055-597-7682,055-597-7682,내과,09:00~18:00
산청군,오성,경상남도 산청군 오부면 오동로 192,055-597-7695,055-597-7695,내과,09:00~18:00
산청군,구평,경상남도 산청군 생초면 새실로 455,055-597-7683,055-597-7683,내과,09:00~18:00
산청군,향양,경상남도 산청군 금서면 친환경로2211번길 14,055-597-7684,055-597-7684,내과,09:00~18:00
산청군,평촌,경상남도 산청군 삼장면 평촌유평로 18,055-597-7685,055-597-7685,내과,09:00~18:00
산청군,중산,경상남도 산청군 시천면 지리산대로 530,055-597-7686,055-597-7686,내과,09:00~18:00
산청군,내대,경상남도 산청군 시천면 삼신봉로679번길 7,055-597-7687,055-597-7687,내과,09:00~18:00
산청군,서부,경상남도 산청군 단성면 옥단로2074번길 321,055-597-7688,055-597-7688,내과,09:00~18:00
산청군,입석,경상남도 산청군 단성면 석대로 5,055-597-7689,055-597-7689,내과,09:00~18:00
산청군,소남,경상남도 산청군 단성면 목화로341번길 30,055-597-7690,055-597-7690,내과,09:00~18:00
산청군,문대,경상남도 산청군 신안면 지리산대로 3915,055-597-7691,055-597-7691,내과,09:00~18:00
산청군,신안,경상남도 산청군 신안면 수월로 30,055-597-7692,055-597-7692,내과,09:00~18:00
산청군,가계,경상남도 산청군 생비량면 송계새길 12,055-597-7693,055-597-7693,내과,09:00~18:00
산청군,법물,경상남도 산청군 신등면 황매산로 1833,055-597-7694,055-597-7694,내과,09:00~18:00
함양군,팔령,경상남도 함양군 함양읍 원구길 56,055-596-5370,055-596-0296,내과,09:00~18:00
함양군,창원,경상남도 함양군 마천면 창원길 34,055-596-5371,055-596-5351,내과,09:00~18:00
